day_of_week,notes,hour,minute,day,month,quarter,year,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit,Power Consumption
5,3,0,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,216.5524494
5,3,1,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,240.7232486
5,3,2,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,246.9692423
5,3,3,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,235.7505022
5,3,4,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,149.8859416
5,3,5,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,112.8209173
5,3,6,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,116.0644173
5,3,7,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,104.2253715
5,3,8,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,113.5962938
5,3,9,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,112.635086
5,3,10,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,102.123089
5,3,11,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,114.712242
5,3,12,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,109.1261103
5,3,13,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,105.5948648
5,3,14,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,115.3134462
5,3,15,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,103.6203657
5,3,16,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,113.3672612
5,3,17,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,112.875751
5,3,18,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,103.1708398
5,3,19,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,113.5397845
5,3,20,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,124.6195549
5,3,21,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,416.0072666
5,3,22,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,474.5917246
5,3,23,0,6,2,1,2016,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,236.3663302
6,3,0,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,310.6751866
6,3,1,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,259.7146109
6,3,2,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,276.4540688
6,3,3,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,242.1813943
6,3,4,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,164.8955585
6,3,5,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,114.1474377
6,3,6,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,283.6698408
6,3,7,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,536.9613168
6,3,8,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,243.1559667
6,3,9,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,475.6876268
6,3,10,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,462.5860235
6,3,11,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,338.1844924
6,3,12,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,269.3263336
6,3,13,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,302.3370248
6,3,14,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,282.0112073
6,3,15,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,346.4027421
6,3,16,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,246.0072987
6,3,17,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,163.5775223
6,3,18,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,163.4254207
6,3,19,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,415.8597242
6,3,20,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,516.6606372
6,3,21,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,440.7848164
6,3,22,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,458.1219743
6,3,23,0,6,3,1,2016,79,72.1,68,72,70,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,312.9563938
2,2,0,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,287.2114555
2,2,1,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,194.1060896
2,2,2,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,120.4511722
2,2,3,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,113.0891071
2,2,4,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,120.004921
2,2,5,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,111.3177163
2,2,6,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,115.506117
2,2,7,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,151.1813908
2,2,8,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,129.8349396
2,2,9,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,287.6953824
2,2,10,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,313.2248459
2,2,11,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,389.0054337
2,2,12,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,423.4319912
2,2,13,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,618.5833696
2,2,14,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,484.7096813
2,2,15,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,382.1840526
2,2,16,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,336.6808057
2,2,17,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,341.9420051
2,2,18,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,379.7105613
2,2,19,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,380.0941062
2,2,20,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,431.1591467
2,2,21,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,301.129678
2,2,22,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,324.3843858
2,2,23,0,6,4,2,2016,76,71.2,69,73,70,66,100,96.1,85,20,7,0,29.8,29.7,29.7,2.37,284.6474824
4,2,0,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,301.0643746
4,2,1,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,186.7207681
4,2,2,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,116.8993066
4,2,3,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,115.2723249
4,2,4,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,119.0952318
4,2,5,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,108.1249398
4,2,6,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,119.9833051
4,2,7,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,207.1367867
4,2,8,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,194.7789572
4,2,9,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,118.3976881
4,2,10,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,106.1192163
4,2,11,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,116.4582693
4,2,12,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,111.7612423
4,2,13,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,112.2083192
4,2,14,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,117.3799662
4,2,15,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,107.8822982
4,2,16,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,116.1795502
4,2,17,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,109.3366711
4,2,18,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,117.5376612
4,2,19,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,109.1515392
4,2,20,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,115.7991766
4,2,21,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,333.6930859
4,2,22,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,348.7396588
4,2,23,0,6,5,2,2016,82,73.8,68,72,70,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,362.3528312
0,2,0,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,224.7096617
0,2,1,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,127.1363308
0,2,2,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,118.4198612
0,2,3,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,115.1353786
0,2,4,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,112.5610698
0,2,5,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,117.6546871
0,2,6,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,112.2507444
0,2,7,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,186.6162193
0,2,8,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,136.2390099
0,2,9,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,122.7614356
0,2,10,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,114.2313537
0,2,11,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,116.5600576
0,2,12,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,108.8429497
0,2,13,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,117.3604767
0,2,14,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,108.1149573
0,2,15,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,117.8624715
0,2,16,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,109.115702
0,2,17,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,116.57672
0,2,18,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,118.8470351
0,2,19,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,179.360232
0,2,20,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,417.8345682
0,2,21,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,426.7533578
0,2,22,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,350.8398255
0,2,23,0,6,6,2,2016,87,76.6,70,73,70.8,68,100,84,53,8,4.7,0,29.7,29.7,29.6,0.44,225.2927283
0,2,0,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,161.8384809
0,2,1,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,106.2383239
0,2,2,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,88.56552306
0,2,3,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,176.6388709
0,2,4,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,130.9718845
0,2,5,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,139.6203198
0,2,6,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,133.7118108
0,2,7,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,228.7065444
0,2,8,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,253.6629932
0,2,9,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,104.9989262
0,2,10,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,113.9433024
0,2,11,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,113.5468884
0,2,12,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,101.4122901
0,2,13,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,113.1096517
0,2,14,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,111.8605452
0,2,15,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,104.8784506
0,2,16,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,112.9343781
0,2,17,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,109.2896965
0,2,18,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,335.4296061
0,2,19,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,564.6220696
0,2,20,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,550.0115612
0,2,21,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,451.9778901
0,2,22,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,286.0272003
0,2,23,0,13,6,2,2016,93,82.5,73,79,75.1,72,100,80,54,13,5,0,29.9,29.8,29.7,2.11,180.5432477
2,2,0,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,116.6935824
2,2,1,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,76.60086259
2,2,2,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,85.16907751
2,2,3,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,78.56176562
2,2,4,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,80.50162701
2,2,5,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,86.45934272
2,2,6,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,75.01464262
2,2,7,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,86.66894085
2,2,8,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,77.95686317
2,2,9,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,83.09219417
2,2,10,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,84.43365754
2,2,11,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,101.1642628
2,2,12,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,108.6255509
2,2,13,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,148.6593761
2,2,14,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,401.7788184
2,2,15,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,264.2622936
2,2,16,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,321.696702
2,2,17,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,246.5694256
2,2,18,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,170.6683765
2,2,19,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,188.9968074
2,2,20,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,186.4405424
2,2,21,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,178.6172013
2,2,22,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,156.6909978
2,2,23,0,22,6,2,2016,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30,29.9,29.9,0.02,214.6608546
6,3,0,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,86.22474313
6,3,1,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,96.60058297
6,3,2,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,86.08864799
6,3,3,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,96.26354225
6,3,4,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,86.26306203
6,3,5,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,91.44253072
6,3,6,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,93.36534116
6,3,7,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,82.53772897
6,3,8,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,92.57984376
6,3,9,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,85.63158505
6,3,10,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,86.89018994
6,3,11,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,170.9995549
6,3,12,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,248.3705437
6,3,13,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,266.0360712
6,3,14,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,240.9325591
6,3,15,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,364.66711
6,3,16,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,303.2219242
6,3,17,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,127.5790586
6,3,18,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,137.7729127
6,3,19,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,154.1011093
6,3,20,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,130.5637844
6,3,21,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,143.654331
6,3,22,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,259.3532929
6,3,23,0,26,6,2,2016,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30,29.9,29.9,0.06,146.8025935
4,2,0,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,68.44223317
4,2,1,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,69.3495982
4,2,2,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,69.86783425
4,2,3,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,71.5372504
4,2,4,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,74.30911397
4,2,5,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,74.26975079
4,2,6,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,76.78332813
4,2,7,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,68.57794275
4,2,8,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,72.42391796
4,2,9,0,7,10,4,2016,94,86,80,79,74,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,80.10660664
